NOME DO PRODUTO,PREÇO
TABU DES. CREME C/ 55 G (DANA)	,	 5.01 
TABU DES. ROLL ON C/ 40 ML (DANA)	,	 3.15 
TABU DES. ROLL ON C/ 50 ML (DANA)	,	 6.50 
TABU DES. SPRAY C/ 90 ML (DANA)	,	 4.71 
TABU TALCO PERFUMADO C/ 100 G (DANA)	,	 11.55 
TACITA CX. C/ 30 COMP.	,	 103.46 
TACRINAL 10 MG CPS. C/30	,	 129.86 
TACRINAL 20 MG CPS. C/30	,	 142.46 
TACRINAL 30 MG CPS. C/30	,	 157.81 
TACRINAL 40 MG CPS. C/30	,	 120.61 
TADALAFILA  5 MG C/ 30 COMP. (GERMED)	,	 88.23 
TADALAFILA 20 MG C/ 2 COMP. (EMS)	,	 44.14 
TADALAFILA 20 MG C/ 2 COMP. (UNICHEM)	,	 111.69 
TADALAFILA 20 MG C/ 4 COMP. (CIMED)	,	 82.73 
TADALAFILA 20 MG C/ 4 COMP. (GERMED)	,	 31.57 
TAFRANIL 25 MG. C/ 1 COMP.	,	 0.36 
TAGAMET 200 MG  C/10	,	 25.80 
TAGAMET 200 MG  C/40	,	 99.89 
TAGAMET 200 MG C/1 COMP.	,	 0.66 
TAGAMET 200 MG SOL. 150 ML	,	 28.49 
TAGAMET 300 MG 6 X 2 ML	,	 18.99 
TAGAMET 400 MG  C/16	,	 78.64 
TAGAMET 800 MG  C/ 8	,	 34.61 
TAGAMET INJ.300 MG C. 1 AMP	,	 2.50 
TAK 500 MG PLUS CITRUS C/ 50 COMP.	,	 49.12 
TAKIL CR. C/ 35 G	,	 91.77 
TALC LIQUIDE (PIERRE ALEXANDER)	,	 22.20 
TALCO ALMA DE FLORES MENPHIS C/ 100 G	,	 20.39 
TALCO BABY SHARK CREMER C/ 200 G	,	 20.00 
TALCO BEBE VIDA C/ 120 G (DAVENE)	,	 12.35 
TALCO GIOVANNA BABY & KIDS C/ 120 G (GIBY & GABY)	,	 18.33 
TALCO GRANADO BEBE C/ 100 G	,	 20.38 
TALCO JOHNSON'S BABY INF. C/ 200 G (SORTIDOS)	,	 40.00 
TALCO LAVANDA MEMPHIS 100 G	,	 3.54 
TALCO MENTOLADO C/ 100 G (AVANTE)	,	 8.85 
TALCO MURIEL BABY C/  50 G (SORTIDOS)	,	 8.17 
TALCO MURIEL BABY C/ 100 G (SORTIDOS)	,	 10.08 
TALCO PATRULHA CANINA C/ 200G(TOPZ BABY)	,	 17.00 
TALCO POM POM C/ 200 G	,	 16.25 
TALCO VEGETAL MONICA BABY C/ 200 G 	,	 25.00 
TALCO YORK BABY P/ CRIANCA C/ 200 G	,	 7.34 
TALERC 10 MG CPR. C/10	,	 45.41 
TALERC 10 MG CPR. C/30	,	 118.16 
TALERC 20 MG CPR. C/10	,	 81.02 
TALERC D 10/ 120 MG C/ 10 COMP.	,	 60.22 
TALOFILINA 100 MG C/20	,	 23.96 
TALOFILINA 200 MG C/20	,	 29.88 
TALOFILINA 300 MG C/20	,	 38.25 
TALSUTIN CR. VAG. 45G C/10 APLIC.	,	 71.14 
TALUDON 100 MG DRG. C/20	,	 14.41 
TALUDON SUSP. 120 ML	,	 2.97 
TAMARINAT FIBRAS INFANTIL C/ 240 ML (ARTE NATIVA)	,	 54.07 
TAMARINE  6 MG C/ 20 CAPS. (BRAINFARMA)	,	 81.55 
TAMARINE 12 MG C/ 20 CAPS. (CIMED)	,	 83.81 
TAMARINE 150 G POTE (BARRENNE)	,	 70.71 
TAMARINE 150 G POTE S/ ACUCAR (BARRENNE)	,	 85.51 
TAMARINE 250 G POTE (BARRENNE)	,	 99.72 
TAMARINE GEL ZERO ACUCAR C/ 250 G	,	 114.68 
TAMARION 130 G. GELEIA (MASSIME)	,	 57.91 
TAMARION 250 G. GELEIA (MASSIME)	,	 100.00 
TAMIRAM* 250 MG C/  7 COMP.	,	 39.46 
TAMIRAM* 500 MG C/  3 COMP.	,	 48.74 
TAMIRAM* 500 MG C/  7 COMP.	,	 113.64 
TAMIRAM* 500 MG C/ 10 COMP.	,	 162.28 
TAMIRAM* 750 MG C/ 5 COMP.	,	 117.41 
TAMIRAM* 750 MG C/ 7 COMP.	,	 164.39 
TAMISA 15 MCG C/ 28 COMP.	,	 27.88 
TAMISA 20 MCG CARTELA C/ 21 COMP.	,	 29.06 
TAMISA 30 MCG CARTELA C/ 21 COMP.	,	 29.06 
TAMISA 30 MCG CARTELA C/ 28 COMP.	,	 38.75 
TANAKAN 40 MG C/ 30 COMP.	,	 86.99 
TANAKAN 80 MG EGB 761 C/ 20 COMP.	,	 171.24 
TANDENE 125/ 50/ 300/ 30 MG C/ 15 COMP. (DELTA)	,	 14.26 
TANDRIFLAN C/ 10 COMP. (UNIAO QUIMICA)	,	 13.75 
TANDRIFLAN CX. C/ 15 COMP. (UNIAO QUIMICA)	,	 20.14 
TANDRIFLAN CX. C/ 30 COMP. (UNIAO QUIMICA)	,	 40.26 
TANDRILAX C/ 30 COMP. (PARACETAMOL + ASS.)	,	 30.66 
TANDRILAX CX. C/ 15 COMP.	,	 15.35 
TANDY CR. DENT. GEL 50G L3P2	,	 2.40 
TANDY CR. DENT. GEL BUB.GUM 50	,	 1.26 
TANDY CR. DENT. GEL MORAN. C/ 50 G	,	 4.47 
TANDY CR. DENT. GEL T.FRUT.50G	,	 1.04 
TANDY CR. DENT. GEL UVA 50G	,	 1.04 
TANSULOSINA 0.4 MG C/ 20 COMP. (EMS)	,	 88.90 
TANSULOSINA 0.4 MG C/ 30 CAPS. (BIOSINTETICA)	,	 121.85 
TANSULOSINA 0.4 MG C/ 30 CAPS. (EUROFARMA)	,	 211.74 
TANSULOSINA 0.4 MG C/ 30 CAPS. (GERMED)	,	 135.91 
TANSULOSINA 0.4 MG C/ 30 CAPS. (MEDLEY - GEOLAB)	,	 212.83 
TANTIN 0.60/ 0.015 MG C/ 28 COMP.	,	 28.09 
TANTIN 0.60/ 0.015 MG CARTELA C/ 28 COMP.	,	 26.59 
TAP KIDS LOCAO CREMOSA C/ 100 ML (U. Q.)	,	 45.00 
TAPAZOL  5 MG C/ 100 CAPS.	,	 36.47 
TAPAZOL 10 MG C/  50 COMP.	,	 36.13 
TAPAZOL 10 MG C/ 100 COMP.	,	 72.26 
TAQUICORD CP. C/20	,	 23.88 
TAREG 80MG C/28	,	 136.02 
TARFIC 0.1% POM. C/ 10 G (LIBBS)	,	 98.89 
TARFIC 0.3 MG POM. C/ 10 G	,	 97.16 
TARFLEX SH. ANTI-CASPA 120ML	,	 52.12 
TARGIFOR 1.5 G C/ 20 COMP.	,	 62.05 
TARGIFOR C 500/ 500 MG C/ 30 COMP.	,	 70.43 
TARGIFOR C CX. C/ 16 COMP. EFERV.	,	 59.78 
TARGIFOR C INFANTIL COMPR. C/16	,	 42.47 
TARGOCID 200 MG INJ. C/1	,	 530.32 
TARGOCID 400 MG INJ. C/1	,	 1.060.75 
TARGUS LAT 40 MG C/ 10 ADESIVOS (BAGO)	,	 75.72 
TARGUS LAT ADES TRANSD CT 2X5BAND	,	 59.68 
TAURARGIN CPR. C/20	,	 22.15 
TAVAFLOX 500 MG C/  7 COMP.	,	 71.73 
TAVAFLOX 500 MG C/ 10 COMP.	,	 96.02 
TAVAGRAN 500 MG  7 COMP. (LEGRAND)	,	 62.43 
TAVAGRAN 500 MG 10 COMP. (LEGRAND)	,	 89.86 
TAVANIC 500 MG C/7 COMP.	,	 239.54 
TAXOFEN 20 MG C/ 30 COMP. (BLAU)	,	 356.49 
TAXOL 30 MG INJ. AMP. C/1	,	 946.78 
TAYUCAROBA FR C/200 ML	,	 19.18 
TAZIDEN 1GR INJ. 10ML	,	 44.51 
TEBONIN 120 MG C/20	,	 204.75 
TEBONIN 40 MG CPR. C/30	,	 136.90 
TEBONIN 80 MG CPR. C/20	,	 142.48 
TEBONIN GTS 30 ML	,	 64.21 
TECLADO BASICO ABNT2 SLIM MULTILASER	,	 44.85 
TECLADO STD SLIM USB (306)	,	 24.61 
TECNOFER CX. C/ 30 COMP.	,	 102.61 
TECNOFER PRO C/ 30 CAPS.	,	 119.23 
TECNOMET 2.5 MG C/ 20 COMP. (ZODIAC)	,	 40.93 
TEFIN 10 MG CR. C/ 20 G	,	 36.83 
TEFLAN 20 MG C/ 10 COMP. (TENOXICAN) UNIAO QUIMICA	,	 49.27 
TEGRETARD 200 MG C/ 10 COMP. (C1) (CRISTALIA)	,	 9.68 
TEGRETARD 200 MG C/ 20 COMP. (C1) (CRISTALIA)	,	 21.04 
TEGRETARD 400 MG C/ 20 COMP. (CRISTALIA)	,	 27.67 
TEGRETOL 200 MG C/ 20 COMP.   (C1)	,	 29.51 
TEGRETOL 200 MG C/ 60 COMP.   (C1)	,	 83.95 
TEGRETOL 400 MG C/ 20 COMP.        (C1)	,	 58.72 
TEGRETOL CR 200 MG C/ 20 COMP. (C1)	,	 31.87 
TEGRETOL CR 200 MG C/ 60 COMP. (C1)	,	 83.95 
TEGRETOL CR 400 MG C/ 20 COMP.   (C1) *PBM*	,	 71.68 
TEGRETOL CR 400 MG C/ 60 COMP. (C1)	,	 202.29 
TEGRETOL XPE. C/ 100 ML (C1)	,	 34.31 
TEGREX 200 MG (CARBAMAZEPINA) (N.Q.)	,	 5.78 
TEGREX 200 MG (CARBAMAZEPINA) (N.Q.)	,	 15.38 
TEKASAN 120 MG C/ 30 COMP. (TKS)	,	 421.00 
TELDAFEN CPR. C/12	,	 23.21 
TELDANE  60 MG CPR. C/12	,	 14.25 
TELDANE  60 MG CPR. C/30	,	 34.17 
TELDANE 120 MG CPR. C/12	,	 29.93 
TELDANE SUSP. 100 ML	,	 18.88 
TELDANIL C/12 CP 120 MG	,	 17.46 
TELEFONE SEM FIO C/ 1 UNID	,	 102.00 
TELEPAQUE 5 X 6	,	 66.80 
TELOL	,	 19.58 
TELOSS 5 SH. ANTIQUEDA C/ 120 ML (THERASKIN)	,	 85.00 
TEMPORA 50 MG C/ 60 COMP. (C1) (CRISTALIA)	,	 95.56 
TENADREN 40+25 MG C/ 30 COMP.	,	 14.56 
TENADREN 80+25 MG C/ 30 COMP.	,	 25.67 
TENAVIT CX. C/ 30 COMP.	,	 81.42 
TENOFTAL 0.5% SOL. OFT. C/ 5 ML (TEUTO)	,	 11.22 
TENORETIC  50 MG. C/28	,	 69.14 
TENORETIC 100 MG. C/28	,	 112.21 
TENOTEC 2O MG (TENOXICAM)	,	 50.60 
TENOXEN 20 MG CPR. C/10	,	 48.54 
TENOXEN 20 MG CPR. C/5	,	 20.28 
TENOXEN 20 MG LIOF.INJ. 1 FR+DIL	,	 9.06 
TENOXEN 20 MG SUPOS. C/10	,	 37.12 
TENOXICAM 20 MG C/ 10 COMP. (EMS)	,	 48.77 
TENOXICAM 20 MG C/ 10 COMP. (MEDQUIMICA)	,	 42.51 
TENOXICAM 20 MG COMP. C/10    BASF	,	 23.06 
TENOXICAM 20MG C/10 BASF GENERIX	,	 19.65 
TENOXICAN 20 C/10 (HERALDS)	,	 33.31 
TENOXICAN 20 C/10 GENERICO(EMS)	,	 9.59 
TENOXIL 20 MG C/ 10 COMP. (MEDQUIMICA)	,	 28.66 
TENSALIV 5 MG C/ 20 COMP. (NEO QUIMICA)	,	 37.65 
TENSULAN C/ 30 COMP	,	 71.75 
TENYS PE AEROSOL C/ 150 ML (SORTIDOS)	,	 21.18 
TENYS PE BARUEL ANTIRRESSECAMENTO C/  60 G	,	 44.00 
TENYS PE BARUEL PÓ C/  60 G (SORTIDOS)	,	 10.50 
TENYS PE BARUEL PÓ C/ 100 G (SORTIDOS)	,	 15.87 
TEODEN SPRAY 200 DOSES	,	 38.37 
TEOFILINA C/20         HT	,	 6.95 
TEOFILINA C/200ML      SB	,	 15.22 
TEOLONG 100 MG C/ 30 COMP.	,	 24.03 
TEOLONG 200 MG CPS. C/30	,	 38.10 
TEOLONG 300 MG CPS. C/30	,	 51.23 
TEOPHYL 200 MG CAPS. C/20	,	 37.22 
TEOPHYL 300 MG CAPS. C/20	,	 41.59 
TEOREMIN 140 MG CAPS. C/18	,	 49.06 
TEQUIN 400 MG C/ 1 COMP.	,	 28.62 
TEQUIN 400 MG C/ 10 COMP.	,	 286.73 
TERAGRAN JR C/ 120 ML	,	 47.38 
TERAGRAN M DRG. C/30	,	 84.43 
TERAGRAN M DRG. C/50	,	 68.12 
TERAGRAN M PRE-NATAL DRG. C/30	,	 65.04 
TERBINAFINA 250 MG C/ 14 COMP. (BIOSINTETICA)	,	 131.82 
TERBINAFINA 250 MG C/ 14 COMP. (EMS)	,	 136.07 
TERBINAFINA 250 MG C/ 14 COMP. (MEDLEY)	,	 76.43 
TERBINAFINA 250 MG C/ 28 COMP. (BIOSINTETICA)	,	 249.03 
TERBINAFINA 250 MG C/ 28 COMP. (EMS)	,	 254.61 
TERBINAFINA 250 MG C/ 28 COMP. (MEDLEY)	,	 152.15 
TERBINAFINA CREME C/ 20 G (EMS)	,	 32.00 
TERBINAFINA CREME C/ 20 G (GERMED)	,	 23.64 
TERBINAFINA CREME C/ 20 G (MEDLEY)	,	 20.69 
TERBINAFINA CREME C/ 20 G (NEO QUIMICA)	,	 22.61 
TERBOLAN CPR. C/20	,	 1.50 
TERFEDRIN C/100ML      LEGRAND	,	 15.25 
TERICIN AT CR. 40G C/10 APLIC.	,	 37.95 
TERICIN AT CREME C/60 GR	,	 43.86 
TERMO GRIPE C 4 COMP. LUPER	,	 3.06 
TERMO GRIPE C XPE INF. LUPER	,	 13.40 
TERMOL 200 MG/ ML C/ 15 ML (UNIAO QUIMICA)	,	 20.56 
TERMOMETRO DIGITAL (CEPALAB)	,	 21.90 
TERMOMETRO DIGITAL (MULTILASER)	,	 21.90 
TERMOMETRO DIGITAL BIOLAND C/ 1 UNID	,	 21.70 
TERMOMETRO DIGITAL COLORIDO (MULTILASER)	,	 21.90 
TERMOMETRO DIGITAL G.TECK C/ 1 UNID.	,	 22.00 
TERMOMETRO DIGITAL INCOTERM C/ 1 UNID.	,	 25.00 
TERMOPIRONA 500 MG C/ 4 COMP. (NEO QUIMICA)	,	 1.03 
TEROLAC COL. C/ 5 ML	,	 54.95 
TEROST 70 MG C/ 4 COMP. (ATIVUS)	,	 57.66 
TERRA-CORTRIL* POMADA TOP. C/ 15 G	,	 27.58 
TERRAMICINA* OFTALMICA C/ 3.5 G.	,	 11.82 
TERRAMICINA* POMADA C/ 15 G	,	 21.69 
TESOURA DB DILCINTA BEAUTY RETA/ CURVA	,	 16.42 
TESOURA MERHEJE INOX PONTA CURVA	,	 15.77 
TESOURA MERHEJE INOX PONTA RETA	,	 15.77 
TESOURA MUNDIAL EASY CUT HOBBY REF. 164N-7	,	 15.53 
TESOURA MUNDIAL PONTO VERMELHO REF. 662N-7	,	 44.12 
TESOURA RICCA INOX (SORTIDOS) (BELLIZ)	,	 13.77 
TESS 2.0/0.035 MG C/ 21 COMP. (UNIAO QUIMICA)	,	 22.63 
TESTE DE GRAVIDEZ BEBE TESTE C/ 1 UNID (RSMED)	,	 29.90 
TESTE DE GRAVIDEZ CONFIRA (SANFARMA)	,	 20.17 
TESTE DE GRAVIDEZ CONFIRME FERTILIDADE C/ 10 UNID.	,	 65.90 
TESTE DE GRAVIDEZ GRAV TEST EASY C/ 1 UNID. (CIME	,	 26.52 
TESTO E NATURAL C/30 BALDASSARI	,	 27.32 
TESTOGERON C/ 60 CAPS. (KATIGUA)	,	 72.69 
TESTONUS COMP FR C/20	,	 18.15 
TETANOGAMMA INJ. 1 MH	,	 88.14 
TETMOSOL SAB. C/ 80 G	,	 26.41 
TETMOSOL SOL. C/ 100 ML	,	 33.58 
TETRACICLINA*+ ANFOTERICINA B C/ 45 G (MEDLEY)	,	 52.97 
TETRACICLINA. CLORIDRATO 500 MG (MEDQUIMICA)	,	 18.49 
TETRACINA 500 MG C/ 4 CAPS. (BUNKER)	,	 8.88 
TETRADERM CREME 20 G TEUTO	,	 39.74 
TETRALYSAL* 150 MG C/ 16 CAPS.	,	 100.08 
TETRALYSAL* 300 MG C/ 16 CAPS.	,	 209.46 
TETRALYSAL* 300 MG C/ 28 CAPS.	,	 315.39 
TETRAMAX (TETRACICLINA) 500 MG C/4 CPS.  LUPER	,	 6.13 
TETRAMED 500 MG C/ 4 COMP. (MEDQUIMICA)	,	 5.67 
TETRAMICIN 500MG C/4 CAPS (TETRACICLINA)	,	 5.17 
TETRAMIZOL AD. CPR. C/1 I.SUMA	,	 2.19 
TETRAPULMO ADU INJ.C/100	,	 567.69 
TETRAPULMO CAP. C/100	,	 146.67 
TETRAPULMO CAP. C/8	,	 23.71 
TETRAPULMO INJ. AD. 1X4 ML	,	 17.29 
TETRAPULMO PED. INJ. 1 X 2 ML	,	 4.62 
TETRAPULMO PED. INJ.AMP.C/100	,	 358.69 
TETRAPULMO XPE 60 ML	,	 15.88 
TETREX 500 MG CPS. C/8	,	 19.66 
TETREX 500 MG ENV. C/4 CPS	,	 8.32 
TETROID  25 MG CPR. C/100	,	 16.36 
TETROID  50 MG CPR. C/100	,	 22.12 
TETROID 100 MG CPR. C/100	,	 30.48 
TETROID 150 MG CPR. C/100	,	 41.32 
TEUTOLAX COMP C/4 TEUTO	,	 1.05 
TEUTONICO C/400ML  TEUTO	,	 14.36 
TEUTOSS GTS. C/15ML TEUTO	,	 9.26 
TEUTOSS XPE. C/100ML ADU.TEUTO	,	 12.70 
TEUTOSS XPE. C/100ML PED. TEUTO	,	 11.02 
TEUTRIN BALSAMICO C/100ML	,	 10.61 
TEUTRIN BALSAMICO C/20	,	 24.01 
TEUTRIN C/4  CP. ENV	,	 54.78 
TEUTRIN C/60ML	,	 9.75 
TEUTRIN F C/12 CP.	,	 14.40 
THEOGORICO SOBRAL ELIXIR C/ 30 ML	,	 6.96 
THERACNE GEL CR. C/ 25 G (THERASKIN)	,	 115.82 
THERACNE SAB. BARRA C/ 80 G	,	 34.64 
THERACNE SAB. ESPUMA C/ 50 ML (THERASKIN)	,	 81.17 
THERACNE SAB. LIQUIDO C/ 120 ML (THERASKIN)	,	 73.62 
THERAPSOR CREME 0.05% C/ 25 G	,	 36.83 
THERAPSOR SOL. CAPILAR C/ 25 ML (THERASKIN)	,	 38.45 
THERMISTOR R BROTHER DCP 8065 MFC8860 ORIGINAL	,	 79.13 
THIABEN C/ 6 COMP.	,	 26.65 
THIABEN SUS. C/ 40 ML	,	 24.95 
THIABENA POMADA C/ 45 G	,	 31.46 
THIAMINOSE  10 ML  UNIDADE	,	 10.69 
THIAMINOSE  20 ML  UNIDADE	,	 17.09 
THIAMINOSE 5X10 ML	,	 27.72 
THIOGENOL FR C/200 ML	,	 17.27 
THIOMUCASE CR.45 G	,	 27.30 
THIOMUCASE DRG. C/20	,	 12.76 
THIOMUCASE SUP. C/6	,	 17.13 
THUYA OCCIDENTALIS 10 ML  SIMOES	,	 7.69 
THYLOM 750 MG C/ 4 COMP. (OSORIO DE MORAES)	,	 3.86 
THYLOM GOTAS	,	 11.01 
TIABENDAZOL CP. C/12       ELOFAR	,	 16.21 
TIABENDAZOL PDA 45 GR      ELOFAR	,	 13.39 
TIABENDAZOL PDA C/20 GR   BUNKER	,	 12.42 
TIABIOSE LOCAO CREM. 50 ML	,	 6.87 
TIABIOSE PDA 45 GR	,	 8.40 
TIAPRIDAL 100MG CPR. C/20	,	 29.26 
TIAPRIDAL 100ML INJ. UND	,	 32.79 
TIBIAL 2.5 MG C/ 28 COMP. (NEO QUIMICA)	,	 107.55 
TIBOLONA 2.5 MG C/ 28 COMP. (NEO QUIMICA)	,	 71.07 
TIBOLONA 2.5 MG C/ 30 COMP. (EMS)	,	 75.30 
TIBOLONA 2.5 MG C/ 30 COMP. (GERMED)	,	 74.57 
TIBOLONA 2.5 MG C/ 30 COMP. (NOVA QUIMICA)	,	 75.30 
TIC TAC PASTILHAS SORTIDOS C/ 1 CX	,	 1.32 
TIC TAC PRENDEDOR C/ STRASS C/ 1 UNID.	,	 0.45 
TIC TAC PRENDEDOR COLORIDOS C/ 10 UND.	,	 1.30 
TIC TAC PRENDEDOR PRETO (MEDIO) C/ 1 UNID	,	 0.40 
TIC TAC PRENDEDOR PRETO (PEQUENO) C/ 1 UNID	,	 0.20 
TICLID DRG. C/20	,	 98.09 
TICLOPIDINA. CLORIDRATO 250 MG (BIOSINTETICA)	,	 83.59 
TICLOPIDINA. CLORIDRATO 250 MG C/ 20 COMP. (APOT	,	 37.88 
TIENAM 500 MG IV 120 ML	,	 220.92 
TIENAM MONOVIAL 500 MG INJ.	,	 223.62 
TIENAN 500 MG IM  2 ML	,	 220.92 
TIGELA GRADUADA C/ SUPERTE PARA PINCEL SANTA CLARA	,	 3.45 
TIGELA P/ TINTURA SANTA CLARA C/ ALCA REF. 330	,	 0.55 
TILADE AEROSOL	,	 98.74 
TILATIL 20 MG C/ 10 COMP. (MEDA PHARMA)	,	 80.37 
TILATIL 20 MG C/10	,	 88.49 
TILATIL 20 MG ENV. C/6	,	 48.75 
TILATIL 20 MG UNJ I.V./I.M.	,	 14.18 
TILATIL 40 MG INJ. C/1 AMP.	,	 4.87 
TILATIL SUP. C/5	,	 21.66 
TILONAX 20 MG C/ 10 COMP.	,	 31.06 
TILOXICAN (TENOXICAN)   HEXAL	,	 39.10 
TIMASEN SR C/ 50 MG C/ 10 CAPS.	,	 73.45 
TIMECEF 1 GR AMP. C/1	,	 122.53 
TIMECEF 2 GR AMP. C/1	,	 211.64 
TIMOLOL. MALEATO 0.5 % COL. C/ 5 ML (GERMED)	,	 12.17 
TIMOLOL. MALEATO 0.5% C/ 5 ML (NEO QUIMICA)	,	 11.03 
TIMOLOL. MALEATO 0.5% COL. C/ 5 ML (BIOSINTETICA	,	 11.43 
TIMOLOL. MALEATO 0.5% COL. C/ 5 ML (EMS)	,	 13.52 
TIMOLOL. MALEATO 0.5% COL. C/ 5 ML (TEUTO)	,	 11.91 
TIMOPTOL 0.25% SOL. OFT. C/ 5 ML	,	 15.94 
TIMOPTOL 0.5% SOL. OFT. C/ 5 ML (MUNDIPHARMA)	,	 22.15 
TIMOPTOL XE SOL. OFT. 0.25% C/ 5 ML	,	 54.94 
TIMOPTOL XE SOL. OFT. 0.5 % C/ 5 ML	,	 73.62 
TIMOSOPT SOL. OFT. C/ 5 ML (NEO QUIMICA)	,	 125.39 
TIMPANOL SOL.OTO. C/10ML   QF	,	 7.86 
TINDAL (PERMETRINA 1%) DOL 60ML	,	 28.70 
TINGECOR CORANTE P/ ROUPA	,	 0.90 
TINIDAZOL+ MICONAZOL CR.VAGINAL C/ 40 G (NEO QUIM)	,	 41.17 
TINIDAZOL+ MICONAZOL CR.VAGINAL C/ 45 G(GEOLAB)	,	 39.61 
TINIDAZOL+ MICONAZOL. NITRATO CR. VAG. (CRISTALIA)	,	 34.89 
TINIDAZOL+ MICONAZOL. NITRATO CR. VAG. (EMS)	,	 40.77 
TINIDAZOL+ MICONAZOL. NITRATO CR. VAG. (MEDLEY)	,	 35.55 
TINIDAZOL+ MICONAZOL. NITRATO CR. VAG.(EUROFARMA)	,	 28.79 
TINORAL 500 MG C/ 4 CAPS. (UNIAO QUIMICA)	,	 17.76 
TINTA ACRILEX P/ TECIDO C/ 1 UNID.	,	 3.00 
TINTURA DE ACONITO C/30 ML LAHAS	,	 2.00 
TINTURA DE ARNICA C/ 30 ML (FARMAX)	,	 8.69 
TINTURA DE IODO 2% C/ 30 ML (FARMAX)	,	 5.70 
TINTURA FLUIDGEL (SORTIDOS)	,	 8.87 
TINTURA HIDRACOLLOR C/ 1 UNID. (SORTIDOS)	,	 15.75 
TINTURA MARCIA CREME KIT 30/ 30 ML (SORTIDOS)	,	 6.75 
TINTURA SUPER BONITA PROBELLE KIT CREME	,	 10.89 
TIO NACHO SH. ANTIQUEDA C/ 200 ML 	,	 27.00 
TIOCONAZOL+ TINIDAZOL CR. VAG. C/ 35 G (EMS)	,	 66.04 
TIOCONAZOL+ TINIDAZOL CR. VAG. C/ 35 G (GERMED)	,	 56.83 
TIOCONAZOL+ TINIDAZOL CR. VAG. C/ 35 G (LEGRAND)	,	 61.31 
TIOCONAZOL+ TINIDAZOL CR. VAG. C/ 35 G (MEDLEY)	,	 61.35 
TIOCONAZOL+TINIDAZOL CR. VAG. C/ 35 G (GEOLAB)	,	 61.01 
TIORFAN 100 MG C/ 9 CAPS	,	 42.26 
TIORFAN 30 MG PO ORAL 18 SACHES C/ 3 G (BAGO)	,	 58.71 
TIOTRAX CR.	,	 68.50 
TIPOIA ORTOPEDICA MERCUR G C/ 1 UNID.	,	 17.12 
TIRA LEITE MATERNO LILLO C/ 1 UNID REF:616901	,	 55.35 
TIRALCOL 100 GR	,	 55.12 
TIRALCOL PO 50 G	,	 41.07 
TIRA-LEITE MATERNO (LOLLY) REF. 7225-01	,	 33.57 
TIRA-LEITE MATERNO (MERCUR)	,	 34.35 
TIRA-LEITE MATERNO (PAIS E FILHOS) REF. 7188/ 7187	,	 30.37 
TIRA-LEITE MATERNO (SANITY)	,	 13.71 
TIRA-LEITE MATERNO MERCUR (TODAS AS CORRES|)	,	 37.49 
TIRAS REAGENTES G-TECH FREE1 50 UN	,	 79.90 
TIROTRICINA PAST (LARANJA) BAL	,	 8.91 
TIROTRICINA PAST.(CEREJA)    SF	,	 7.30 
TIROTRICINA PAST.(LARANJA)   SF	,	 7.30 
TIROTRICINA PAST.(LIMAO)     BAL	,	 8.91 
TIROTRICINA PAST.(LIMAO)     SF	,	 7.30 
TIROTRICINA PAST.(MENTA)     SF	,	 8.91 
TIROTRICINA PAST.(T.FRUTI)   BAL	,	 8.91 
TIROTRICINA SPRAY (LARANJA)  BAL	,	 25.34 
TIROTRICINA SPRAY (MENTA)    BAL	,	 21.80 
TIROTRICINA SPRAY (T.FRUTI)  BAL	,	 21.80 
TIROTRICINA SPRAY(CEREJA)    SF	,	 20.42 
TIROTRICINA SPRAY(LARANJA)   SF	,	 20.42 
TIROTRICINA SPRAY(LIMAO)     SF	,	 21.89 
TOALHA LUXO BR.C/3 70CM X 120 CM	,	 11.10 
TOALHA UMEDECIDAS TOQUE DE CARINHO LILLO C/ 50 UNI	,	 14.55 
TOALHA UMEDECIDAS TOQUE DE CARINHO LILLO C/ 60 UNI	,	 10.75 
TOALHAS UMEDECIDAS LIPPY C/ 50 UNID. 	,	 5.05 
TOALHAS UMEDECIDAS MILI C/ 50 UNIDS.	,	 10.00 
TOALHAS UMEDECIDAS PANDA LEVE 100/ PAGUE 90 	,	 11.69 
TOALHINHAS UMEDECIDAS C/ 100 UNID (FEEL CLEAM)	,	 17.00 
TOALHINHAS UMEDECIDAS FEELCLEAN BABY C/ 50 UNID.	,	 10.00 
TOALHINHAS UMEDECIDAS HIPOPO BABY C/ 50 UNID.	,	 9.39 
TOALHINHAS UMEDECIDAS PIQUITUCHO C/ 40 UNID.	,	 4.80 
TOBRACIN* COL. C/ 5 ML (LATINOFARMA)	,	 24.97 
TOBRACORT* POMADA OFT. C/ 3.5 G (GENOM)	,	 40.72 
TOBRACORT* SUSP.OFT. 3 MG/1 MG /ML  C/ 5 ML	,	 37.78 
TOBRADEX PDA. 3.5 G	,	 49.09 
TOBRADEX* COLIRIO C/ 5 ML	,	 45.34 
TOBRAGAN	,	 39.10 
TOBRAMICINA 0.3% COL. C/ 5 ML (CRISTALIA)	,	 22.98 
TOBRAMICINA+ DEXAMETASONA 0.3/ 0.1% COL. (ALLERGAN	,	 30.19 
TOBRAMICINA+ DEXAMETASONA COL. C/ 5 ML (BIOSINTETI	,	 26.05 
TOBRAMINA 150 MG INJ. C/5	,	 279.35 
TOBRAMINA 75 MG AMP. C/2X1.5 ML	,	 72.59 
TOBREX* COLIRIO 5 ML	,	 36.93 
TOBREX* POMADA C/ 3.5 G	,	 47.40 
